,name,nutri_fat,nutri_satuFat,nutri_carbohydrate,nutri_sugar,nutri_fiber,nutri_protein,nutri_salt,nutri_kcal
1287,Lassi - Amul,42.0,2.5,29.0,29.0,,4.2,0.15,177.0
1288,Chocobakes Choc layered Cakes - Cadbury - 21 g,21.9,14.1,0.1,,63.7,41.1,,465.0
1289,Bhujia sev - Haldiram's - 400g,43.5,11.5,37.14,0.0,,18.85,,592.0
1290,test hoc - 200,50.0,60.0,20.0,,,10.0,4.0,100.0
1291,X-press Instant Noodles Vegetable Flavour 70g - WAI WAI - 70g packet,21.0,10.0,0.0,,63.0,1.5,2.0,481.0
1292,amul,,,,,,,0.0,
1293,Oats - Kellogg's,9.0,1.7,67.8,0.0,,11.6,,379.0
1294,Khatta Meetha - Haldiram - 1,29.25,12.48,57.38,4.26,4.01,9.26,0.0,530.0
1295,Breakfast Protein Bar Apricot Fig - Yoga Bar - 50g,15.0,2.0,2.7,61.0,18.4,7.0,16.4,444.0
1296,Milk Bikis - Britannia - 100g,13.793,6.897,75.862,27.586,3.448,6.897,0.776,100.0
1297,Aquafina - 500 ml,0.0,0.0,0.0,0.0,,0.0,0.003,0.0
1298,Top Ramen Masala - Nissin,15.83,7.72,69.24,1.79,,8.2,,452.0
1299,Chikki Bar - Haldiram's - 45 g,30.81,3.74,46.81,36.13,5.87,16.83,82.025,532.0
1300,SWEET & SALTY,19.0,9.0,72.0,19.5,,7.0,1.115,487.0
1301,Water - gagandeep - 3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,Bikano Rasgolla,0.0,0.0,74.72,74.72,,2.88,0.1,320.0
1303,Salt - TATA - 1.0KG,0.0,0.0,0.0,0.0,,0.0,,0.0
1304,Glucon - D - zydus wellness products ltd - 250g,0.0,0.0,90.0,0.0,,0.0,,360.0
1305,LADDU - Daily Delight - 454g,7.143,1.429,0.0,,62.857,21.429,8.571,400.0
1306,Waffy - choco flavoured wafer roll - Dukes - 250 g,14.55,6.73,75.7,47.1,,4.2,,450.0
1307,Salsa - Dr. Oetker - 300 g,0.04,0.02,17.1,11.4,,1.7,2.453,75.0
1308,fizz - Appy Fizz,0.0,0.0,13.6,13.6,,0.0,,54.0
1309,Parlè Agro - 1,0.0,0.0,15.7,13.0,0.2,0.0,,62.0
1310,Pomegranate juice -  - 1 l,0.0,0.0,11.8,11.4,,0.0,0.132,47.0
1311,Parle G - 80g,13.0,6.0,77.3,25.0,,7.0,0.0,454.0
1312,Peanut Butter - Sundrop,55.0,14.8,15.2,11.7,7.8,26.8,0.538,647.0
1313,Corn flakes - Kelloggs - 475 g,1.0,0.6,86.9,9.2,2.5,6.7,1.225,260.0
1314,Amul kool Cofe - 200 ml,9.0,5.8,23.8,23.8,,6.0,0.2,200.0
1315,Pre-workout,0.0,,0.0,,,,,
1316,Peanut butter,50.02,3.41,18.8,7.89,,26.35,0.915,630.0
1317,Salted peanuts - Haldiram's - 200g,48.0,24.0,18.5,0.5,,26.0,1.825,610.0
1318,Peanut Butter Crunchy - Dr. Oetker FUNFOODS - 400g,,,,,,,91000000000000.0,
1319,Kelloggs Muesli With 20 Nuts Delight - 400g,6.5,0.7,3.2,1.7,0.0,78.7,21.5,395.0
1320,Munch - nestle - 10.4g,6.0,6.0,19.0,11.0,5.0,10.0,,130.0
1321,Strawberry et Cream,0.0,0.0,12.2,11.9,,1.0,,49.0
1322,Corn Flakes Original - kellogg - 30g,1.0,0.6,86.9,9.2,2.5,6.7,,378.0
1323,Haldiram Lite Chiwda - Haldiram's - 200 g,31.63,10.64,56.34,2.16,3.86,8.02,1.775,542.0
1324,Veg Hakka Noodles - Chings Secret - 600 g,1.0,0.0,80.67,0.0,,12.0,1.224,373.0
1325,cadbury gems -  - 7.9g,,,,,,,0.0,
1326,Milano - parle - 1,25.8,0.0,67.0,31.5,,3.2,0.48,518.0
1327,Brown bread - Britannia - 400g,1.6,0.5,51.0,1.9,3.0,8.4,1.405,246.0
1328,Amul Shrikand,5.0,2.9,42.0,41.0,0.0,5.3,0.0,234.0
1329,Mango delight - pepsico - 200ml,0.0,0.0,15.0,15.0,,0.2,0.005,61.0
1330,Boost - 500g,2.5,0.0,80.0,9.5,0.0,0.0,,373.0
1331,Snickers Original Bar,24.0,10.0,58.0,47.0,55.0,9.0,1.0,489.0
1332,Honey,0.0,0.0,80.0,80.0,0.0,0.0,0.0,320.0
1333,Britannia cake - 120g,17.0,7.2,50.0,26.5,0.0,5.0,,405.0
1334,potata - pran - 100g,8.0,3.0,36.0,11.0,7.0,4.0,1.225,230.0
1335,ThumsUp,0.0,0.0,9.0,9.0,,0.0,0.0,36.0
1336,Litchi Delight - Tropicana - 200 ml,0.0,0.0,13.4,13.1,,0.1,0.022,54.0
1337,Amul Chocominis - 250g,29.3,28.3,61.1,56.6,0.0,5.3,0.15,526.0
1338,Knorr - 14g,1.1,0.52,10.3,4.15,0.5,0.6,1.303,52.0
1339,chocolate wafer cookies,26.667,23.333,63.333,30.0,3.333,3.333,,500.0
1340,Soy beverage - Soy Milky - 1litre,1.8,0.3,0.4,0.9,1.3,0.5,0.3,39.0
1341,MAD ANGLES - ITC - 80g,31.8,14.3,57.4,6.0,,5.8,1.914,533.0
1342,Waffy Chocolate - Dukes - 60g,23.33,10.0,0.0,,70.0,46.67,0.0,500.0
1343,Mysore Sandal Soap,,,,,,,0.0,
1344,Hot and sour soup - Ching's Secret - 55 g,1.273,0.545,74.545,29.091,,5.273,21.9,327.0
1345,Brianna treat jimjam - Britannia - 100 g,,,,,,,0.0,
1346,Silk chocolate - Cadbury,31.4,21.5,0.1,,58.5,55.3,,543.0
1347,Apple drink - johnson and Johnson - 200 ml,0.0,0.0,12.0,12.0,,0.0,0.292,50.0
1348,VitaminWater,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1349,Honey Buttee Almond - Murgerbon - 200g,30.0,3.333,46.667,20.0,33.333,20.0,0.733,523.0
1350,Hershey's cocoa powder - Hershey's Hershey's kitchens - 225 g,11.0,10.0,57.9,1.8,33.2,19.6,,409.0
1351,Himalaya honey - Apis - 500,0.0,0.0,79.5,0.9,0.0,0.3,,319.0
1352,Puffcorn - Kurkure - 28,27.1,12.2,0.1,66.5,4.5,,6.4,536.0
1353,Appy - parle agro - 160ml,0.0,0.0,15.8,15.8,0.0,0.0,,63.0
1354,Cadbury bournville premium chocolate - 31 g,35.0,23.4,55.1,45.1,,5.5,,543.0
1355,Takatak Chatpata Masala - Haldiram's - 71g,35.0,17.0,0.1,50.0,0.5,,7.0,543.0
1356,Lays Classics Salted - Lay's,35.5,14.0,51.7,2.6,0.0,7.0,0.51,554.0
1357,Flirty Tomato Tango - Lay's - 29.5g,33.5,13.0,53.2,5.1,,7.1,1.718,543.0
1358,Curls Crax - 23g,24.0,10.8,62.0,2.3,,6.3,3.45,450.0
1359,Bisleri - 500ml,,,,,,,0.0,
1360,Balaji Wafers - 35 g,30.5,0.0,58.1,8.1,,4.8,0.0,526.0
1361,Moong Dal - Haldiram's - 35 g,20.93,5.64,50.66,0.0,,21.31,0.4,476.0
1362,Bhujia Sev - Haldiram's - 150 grams,44.0,12.0,38.0,0.0,4.0,12.0,1.95,600.0
1363,Chocos Fills - kellogg's - 250 g,14.0,4.8,72.0,30.5,5.0,7.0,0.75,126.0
1364,Corn Flakes Original - kelloggs - 250 g,1.0,0.667,87.0,8.333,2.667,6.667,1.25,380.0
1365,Doritos Nacho Cheese Flavours - PepsiCo - 75 g,24.9,11.6,0.1,63.8,4.3,,6.4,505.0
1366,Amul pasteurised butter - 250,11.0,7.0,0.0,0.0,0.0,0.0,0.12,100.0
1367,Maggi Masala 2 Minute 2 Noodles - 280 GM - Nestle - 70g,15.7,6.8,63.5,2.2,3.6,8.0,11.72,427.0
1368,Tulsi green tea tea by - Organic India - 43.75 g,6.0,0.0,15.0,1.0,0.0,3.0,0.0,128.0
1369,Teriyaki Dip Sauce Marinade - Marks & Spencer - 305 g,0.3,0.1,39.4,33.9,0.8,2.0,2.58,170.0
1370,Diet Coke Can - 200ml,0.0,0.0,0.0,0.0,,0.0,,0.0
1371,Protein Powder,0.0,,0.0,,,,,
1372,Oreo Cream Biscuit - Cadbury - 120 g,19.7,9.8,71.4,38.0,0.0,5.3,1.05,483.0
1373,FRUIT N' NUT Dark Chocolate - Amul - 150g,32.5,16.2,0.0,46.7,38.3,,7.2,499.0
1374,Sprite - 2.25l,1.47,1.96,3.42,2.44,1.96,3.42,2.44,1.0
1375,Red Chilli Sauce,0.0,0.0,40.0,20.0,0.0,0.0,6.0,200.0
1376,Glucon-D - 125gm,,,90.0,,,0.0,,360.0
1377,Masala Oats - Saffola - 500 g,7.2,1.3,71.8,5.7,12.9,9.9,6.005,340.0
1378,Monster Energy Drink - 100000000000000 ml,0.0,0.0,42.0,39.0,,0.0,0.408,167.0
1379,masala munch - PepsiCo India holdings Pvt.Ltd - 44g,33.7,15.2,0.1,56.8,1.7,0.0,6.4,556.0
1380,Real Fruit Power Pomegranate - Dabur - 1 l,0.0,,0.0,13.5,13.5,,0.1,54.0
1381,Bisleri Water - 250ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Party Snack - Tong Garden,23.333,6.667,50.0,6.667,10.0,20.0,1.083,500.0
1383,Amul Dark chocolate - 150g,33.1,18.6,51.4,85.5,0.0,6.4,95.0,521.0
1384,Chocapic,4.6,1.3,73.3,24.9,8.0,8.6,0.22,385.0
1385,Kabuto Noodles Chicken Ramen,0.9,0.2,13.1,2.0,0.7,2.6,0.9,71.0
1386,Jelly Belly Gourmet Jelly Beans - 4 lbs,0.0,0.0,93.333,70.0,,0.0,0.083,366.0
1387,Saffola oats,1.6,0.0,66.8,0.5,10.4,12.6,,6.0
1388,Thums up - thumbs up - 250 ml,0.0,0.0,9.7,9.5,0.0,0.0,0.055,39.0
1389,Haldiram moong dal - 200 g,20.93,5.64,50.66,0.0,7.52,21.3,0.063,238.0
1390,Goody - 340g,15.0,7.0,,8.0,4.0,2.0,7.0,180.0
1391,Coke - Coca-Cola - 750cl,0.0,0.0,11.0,11.0,,0.0,,44.0
1392,Hide & Seek - PARLE - 120g,18.0,9.4,73.4,32.2,0.0,5.9,0.0,479.0
1393,Sweetened multi grain cereal with marshmallows - Kellogg's,3.45,1.7,0.0,0.0,0.0,,89.66,379.0
1394,Dark Fantasy - Sunfeast - 20g,25.0,11.4,0.1,63.9,37.6,,5.7,504.0
1395,Kinley Mineral Water - 1 l,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1396,Kurkure Masala Munch - 95 g,34.6,15.6,55.2,1.4,,6.4,2.23,558.0
1397,Coke - Coca-Cola - 355 ml,0.0,0.0,0.0,0.0,,0.0,0.02,0.0
1398,Rillettes de saumon - Le Père Eugène,15.6,7.6,1.7,1.1,,13.6,0.8,203.0
1399,Chyawanprash with Saffron - Patanjali - 500 g,,,,,,,0.0,
1400,Creme fraiche - Delhaize - 250 ml,20.2,14.1,5.1,3.2,0.3,2.3,0.1,215.0
1401,Milk Bikis -  - 200 g,22.0,13.0,68.0,31.5,,7.0,0.0,498.0
1402,Отруби хрустящие - Диетмарка - 200 g,3.5,,30.0,,45.0,15.0,,210.0
1403,Bonbons longs gélifiés qui piquent - U - 200 g,2.5,1.5,79.0,55.0,0.8,2.7,0.53,358.0
1404,Chocolate - Cadbury - 20 g,27.9,18.7,64.2,61.0,,5.6,0.231,527.0
1405,Cantucci Toscani - Fine food - Coop - 250 g e,18.0,3.5,64.0,24.0,3.0,12.0,0.775,471.0
1406,3.76E+12,18.6,5.2,35.8,11.4,,11.9,0.0,351.0
1407,La Trappe Isidor - Brasserie Koningshoeven - 33 cl,,,,,,,,
1408,Biere abbaye St Erwann 7° - Britt - 12*25 cl,2.2,0.51,2.2,0.6,,0.6,0.0,46.0
1409,Ketchup P'tits Heinz - 280 ml - 310 g,0.4,0.1,16.7,15.9,,1.7,2.3,80.0
1410,Nescafe Classic Pure Coffee - Nestle - 25 g,0.0,0.0,10.0,7.0,0.0,0.0,0.0,10.0
1411,Haldiram's Moong Dal - 200g,20.0,2.86,0.0,,51.43,0.0,5.7,457.0
1412,Dairy milk chocolate - cadbury - 13.2g,27.7,16.9,64.1,61.2,2.0,5.9,0.254,530.0
1413,Smiles - Mc Cain - 750 g,7.73,3.54,27.58,,,2.97,,192.0
1414,Crousty chicken - Le gaulois,7.2,1.0,16.0,1.4,1.5,19.0,1.3,208.0
1415,Boost Plain - 500 g,0.5,,16.4,1.9,,,,76.0
1416,Potato Chips Salt & Vinegar Flavour - Lay's,36.0,14.0,46.0,0.7,5.2,7.4,2.278,535.0
1417,Potato Chips Salted - Lay's - 36 g,36.0,14.0,46.0,0.7,5.2,7.4,1.341,535.0
1418,50-50 - Britannia - 50g,26.0,13.0,60.0,10.0,,7.0,,502.0
1419,Veg hakka -,1.0,0.0,78.0,0.0,,12.667,1.208,373.0
1420,Lays -  - 55 g,21.154,7.692,30.769,1.923,0.0,3.846,1.361,313.0
1421,Tata salt - 1kg,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0
1422,Royco Minutesoep X3 Groenten Supreme,1.6,1.1,4.4,0.6,,0.6,0.85,36.0
1423,Acras de morue - Carrefour - 160 g,10.0,1.2,21.0,3.5,3.2,8.4,1.7,219.0
1424,Amul Cheese chiplet - 200g,28.0,16.0,,0.0,0.0,0.0,20.0,320.0
1425,Rooh Afza - hamdard - 750 ml,0.0,0.0,100.0,3.5,0.0,0.5,,414.0
1426,Huile D'olive  Vierge extra - Cauvin,100.0,14.0,81.0,5.0,0.0,0.0,0.0,900.0
1427,Taboulé à l'orientale - 250 g,9.3,0.9,25.0,3.8,,4.3,1.2,204.0
1428,Cadbury Dairy Milk Chocolate - 24g,28.9,17.5,60.4,57.3,,8.1,0.396,534.0
1429,amul taaza toned milk - 500 ml,,4.7,0.0,0.0,3.0,0.0,,
1430,Tamari soya sauce - Lima - 1 l,0.0,0.0,5.3,1.7,0.9,12.0,10.3,96.0
1431,Noix de cajou nature - Boni - 250 g,44.0,7.8,27.0,5.9,3.3,18.0,0.03,581.0
1432,Amul butter - 100.0 g,80.0,0.0,0.0,0.0,0.0,0.5,2.09,722.0
1433,FROOTI - Parle Agro - 600 ml,0.0,0.0,16.2,15.8,0.0,0.0,0.0,65.0
1434,Parle - 22g,,72.7,0.0,0.0,9.2,0.1,,
1435,Ritter Sport Noir Noisettes Entières - 100 g,40.0,16.0,19.0,40.0,37.0,,8.2,570.0
1436,Nutella & Go! - 48 g e,25.0,9.0,62.0,42.3,,7.4,0.686,509.0
1437,coco cola company - sprite - 250 ml,0.0,0.0,12.2,11.7,,0.0,0.025,49.0
1438,Aashirvaad - ITC - 5Kg,1.8,0.0,77.4,5.6,11.1,10.8,0.0,369.0
1439,Maggi Masala Noodles - Nestle - 140g,15.7,6.8,63.5,1.2,3.6,8.0,2.931,427.0
1440,Buttermilch - Dessert - Sachsen Milch - 200 g,4.1,2.8,13.4,12.9,,3.6,0.17,108.0
1441,masala - Lay's - 30g,33.1,12.5,0.1,53.4,2.5,,6.9,539.0
1442,San remo vegeroni shapes 375g - Unknownn,,,,,,,0.0,
1443,Chocolate syrup - Hershey's - 200g,0.56,0.5,66.6,63.7,0.0,1.27,6.0,276.0
1444,Coffee - nescafé - 50g,0.0,0.0,0.0,0.3,0.0,0.1,0.0,1.0
1445,Sunfeast Dark Fantasy Choco Fills -  - 20,25.0,11.4,63.9,37.6,,5.7,0.1,504.0
1446,Amul Taaza - 1L,3.0,2.0,0.0,0.0,,3.0,4.8,58.0
1447,Barritas alteza de platano y chocolate,13.0,6.4,69.0,29.0,,5.8,0.4,424.0
1448,Maggi 2-minutes Noodles - 70 g,15.7,6.8,0.24,44.5,5.0,3.9,10.4,437.0
1449,MARCO CRUNCHY PEANUT BUTTER - 410 g,17.0,2.0,6.0,2.0,1.0,8.0,0.162,209.0
1450,Peanut butter creamy - Dr.Oetker FunFood - 925 g,51.0,10.4,19.3,7.5,,26.3,,641.0
1451,American Style Cream & Onion - Lay's - 24g,34.0,13.5,51.6,2.0,,7.8,1.885,544.0
1452,Fresh Tomato Ketchup - Kissan - 950g,4.4,0.0,204.0,195.0,4.0,8.67,2.4,889.0
1453,Passendale classic - 190g (5*38g),29.0,20.0,0.0,0.0,0.0,23.0,1.5,353.0
1454,Crousti Bistro Express - Findus,7.8,0.8,29.0,0.5,2.4,3.2,,204.0
1455,Chicken noodles - Maggi - 71 G,15.6,7.2,64.9,1.7,2.0,8.5,3.138,434.0
1456,"Pepsi - 1,5 L",0.0,0.0,10.4,10.4,0.0,0.0,,42.0
1457,Diet coke - The Coca-Cola Company - 500 ml,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
1458,Heinz Tomato ketchup - 400ml,0.1,,23.2,22.8,,1.2,1.8,102.0
1459,Chips barbecue - Lay's - 130 g,32.0,2.6,52.0,2.8,4.4,6.4,1.3,532.0
